"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5279","[L-01][WA] Login Thành công","","Tue Jan 21 08:35:58 ICT 2025","passed","Tue Jan 21 08:36:04 ICT 2025","","Login thành công","",""
